id,name,host_id,latitude,longitude,property_type,picture_url,room_type,accommodates,bedrooms,beds,price,number_of_reviews,review_scores_rating,host_identity_verified,host_is_superhost,host_response_rate,host_response_time,city,bathrooms,wifi,kitchen,smoke alarm,heating,tv,air conditioning,dryer,hot water,iron,shampoo,refrigerator,coffee,washer,oven,fire extinguisher,dedicated workspace,self check-in,first aid kit,free street parking,extra pillows and blankets,bathtub,pets allowed,gym,amenities_count,nearby_subway,nearby_tourist
50520504,Rental unit in New York · ★5.0 · 1 bedroom · 1 bed · 1 shared bath,123793147,40.76358,-73.97115,Private room in rental unit,https://a0.muscache.com/pictures/miso/Hosting-50520504/original/fe5be3d6-310e-41f1-a93c-754f9ca8b03a.jpeg,Private room,2,1.0,1.0,260.0,4,5.0,t,f,100%,within a day,New York,1.0,1,1,1,1,1,0,1,1,0,1,1,1,0,1,1,1,0,1,1,1,1,0,0,17,11,20
11948586,Home in Brooklyn · ★3.67 · 1 bedroom · 1 bed · 1 bath,63800453,40.63815,-73.95702,Private room in home,https://a0.muscache.com/pictures/71a5dc4b-a7bd-4c6c-9510-7a5fea3f6b43.jpg,Private room,2,1.0,1.0,85.0,6,3.67,t,f,0%,never,New York,1.0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,6,5,0
14066397,Rental unit in New York · ★4.50 · 1 bedroom · 1 bed · 1 bath,33990883,40.85264,-73.93116,Entire rental unit,https://a0.muscache.com/pictures/efb7e4a1-0295-448b-8765-3c78e1b9277d.jpg,Entire home/apt,3,1.0,1.0,115.0,13,4.5,t,f,0%,never,New York,1.0,1,1,1,1,0,0,1,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,10,6,0
951571743611145829,Rental unit in Brooklyn · ★New · Studio · 1 bed · 1 bath,23624611,40.6491698,-73.9616495,Entire rental unit,https://a0.muscache.com/pictures/hosting/Hosting-951571743611145829/original/8437dcb2-5779-419a-83cf-b2197fcc5f1b.jpeg,Entire home/apt,2,1.0,1.0,138.0,0,0,t,t,100%,within an hour,New York,1.0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,21,4,1
12814195,Rental unit in Brooklyn · 1 bedroom · 1 bed · 1 bath,545273,40.71879,-73.94186,Private room in rental unit,https://a0.muscache.com/pictures/44eff954-a775-4f5a-a3b4-b1a7b213239c.jpg,Private room,2,1.0,1.0,76.0,0,0,t,f,0%,never,New York,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0
51849879,Rental unit in Bronx · ★4.76 · 1 bedroom · 2 beds · 1 bath,420019170,40.83221,-73.90007,Entire rental unit,https://a0.muscache.com/pictures/1e5415dd-b8c1-4d29-8c14-17309d2f3292.jpg,Entire home/apt,3,1.0,2.0,118.0,106,4.76,t,t,100%,within an hour,New York,1.0,1,0,1,1,1,1,0,1,1,0,1,1,0,0,1,1,0,0,1,1,0,1,0,14,1,0
28931117,Condo in New York · ★4.0 · 1 bedroom · 1 bed · 1 bath,13027278,40.75789,-73.99403,Entire condo,https://a0.muscache.com/pictures/87180f45-5b62-4139-8fe9-29c96685f734.jpg,Entire home/apt,2,1.0,1.0,140.0,3,4.0,t,f,0%,never,New York,1.0,1,1,1,1,0,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,10,12,35
5353312,Rental unit in New York · ★4.82 · Studio · 2 beds · 1 bath,23772724,40.77375,-73.95215,Entire rental unit,https://a0.muscache.com/pictures/miso/Hosting-5353312/original/46624f66-3a42-4fe6-9b69-465d0941903b.jpeg,Entire home/apt,3,1.0,2.0,99.0,22,4.82,t,f,100%,within an hour,New York,1.0,1,1,1,1,1,0,1,1,1,0,1,1,0,0,0,1,0,0,1,0,0,1,0,13,4,15
53882708,Rental unit in Queens · ★4.59 · 1 bedroom · 1 bed · 1 shared bath,429140512,40.74375,-73.91501,Private room in rental unit,https://a0.muscache.com/pictures/6bd98a27-0ae9-40f6-8149-f0aaf9268476.jpg,Private room,2,1.0,1.0,80.0,98,4.59,t,f,85%,within an hour,New York,1.0,1,0,0,1,1,0,1,1,1,1,1,0,0,0,1,1,1,0,1,0,0,0,0,12,3,2
16390105,Rental unit in Brooklyn · 1 bedroom · 1 bed · 1 bath,2455580,40.68708,-73.97322,Entire rental unit,https://a0.muscache.com/pictures/2a55aa4d-0247-4aa4-8d87-bd6a2c8cd09c.jpg,Entire home/apt,2,1.0,1.0,225.0,0,0,t,f,0%,never,New York,1.0,1,1,1,1,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,9,10,3
36378818,Rental unit in New York · 1 bedroom · 1 bed · 1 bath,3449848,40.73854,-73.99865,Entire rental unit,https://a0.muscache.com/pictures/1f117bd9-b3dc-4495-a846-d865c6ce9b41.jpg,Entire home/apt,2,1.0,1.0,225.0,0,0,t,f,0%,never,New York,1.0,1,1,1,1,1,1,1,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,11,16,6
21006224,Home in Queens · ★4.81 · 3 bedrooms · 3 beds · 1 private bath,151243003,40.7592,-73.76271,Private room in home,https://a0.muscache.com/pictures/0da7296b-45d8-4582-b748-d4159c3e1489.jpg,Private room,6,1.0,3.0,89.0,86,4.81,t,f,0%,never,New York,1.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,0,0,0,17,0,0
783504692462252533,Rental unit in New York · 1 bedroom · 1 bed · 1 shared bath,85560653,40.85283,-73.92877,Private room in rental unit,https://a0.muscache.com/pictures/miso/Hosting-783504692462252533/original/d587a2a9-0f7a-4f56-81cc-711715555e5d.jpeg,Private room,2,1.0,1.0,85.0,2,5.0,t,f,100%,within an hour,New York,1.0,1,1,1,1,1,1,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,10,5,0
53633109,Rental unit in Brooklyn · ★4.67 · 5 bedrooms · 1 bed · 2.5 shared baths,434043863,40.6945,-73.94164,Private room in rental unit,https://a0.muscache.com/pictures/b8c09d31-33cc-465a-96fa-81c175dffda1.jpg,Private room,2,1.0,1.0,72.0,9,4.67,t,f,100%,within an hour,New York,2.5,1,1,1,1,0,1,1,1,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,11,4,0
814173553587449804,Hotel in New York · 1 bedroom · 1 bed · 1 bath,496944100,40.72092557618422,-74.0008141106068,Room in hotel,https://a0.muscache.com/pictures/prohost-api/Hosting-814173553587449804/original/42725caa-5953-467e-bcde-f3e58de80d5f.png,Private room,2,1.0,1.0,388.0,0,0,t,f,100%,within an hour,New York,1.0,1,0,1,1,1,1,1,1,1,1,0,1,0,0,1,1,1,1,0,1,0,1,1,17,20,5
46436269,Rental unit in Staten Island · ★4.72 · 1 bedroom · 2 beds · 1 bath,375692991,40.64142,-74.08346,Entire rental unit,https://a0.muscache.com/pictures/miso/Hosting-46436269/original/a6e6c966-87e5-44f9-89c0-1e465d1efe94.jpeg,Entire home/apt,4,1.0,2.0,120.0,144,4.72,t,t,100%,within an hour,New York,1.0,1,1,1,1,1,1,1,1,1,0,1,1,0,1,0,0,1,0,1,0,0,0,0,14,0,0
54068937,Rental unit in New York · 2 bedrooms · 1 bed · 1 shared bath,286713684,40.72773,-73.98026,Private room in rental unit,https://a0.muscache.com/pictures/1786fb5c-3770-4f28-9c01-01419a9dca1f.jpg,Private room,1,1.0,1.0,150.0,1,5.0,t,f,50%,within a day,New York,1.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,5,4,8
52257785,Guesthouse in Queens · ★4.70 · 1 bedroom · 2 beds · 1 bath,173999598,40.78655,-73.82432,Entire guesthouse,https://a0.muscache.com/pictures/1cb0946b-f3e4-4aed-ba22-472bf7f7bd86.jpg,Entire home/apt,3,1.0,2.0,108.0,182,4.7,f,f,100%,within an hour,New York,1.0,1,1,1,1,1,1,1,1,0,1,1,0,0,0,1,0,1,0,1,0,0,0,0,13,0,0
35579312,Rental unit in New York · ★5.0 · Studio · 2 beds · 1 bath,181875962,40.75525,-73.96898,Entire rental unit,https://a0.muscache.com/pictures/624634a3-98a1-4529-a6b5-a14dcf988d4b.jpg,Entire home/apt,3,1.0,2.0,150.0,4,5.0,t,f,0%,never,New York,1.0,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,11,8,15
53815424,Guest suite in Staten Island · ★4.71 · 2 bedrooms · 2 beds · 1 bath,435914865,40.59139,-74.07612,Entire guest suite,https://a0.muscache.com/pictures/09e98964-aae6-416d-9ba3-2172917df12e.jpg,Entire home/apt,2,2.0,2.0,99.0,42,4.71,t,f,91%,within an hour,New York,1.0,1,0,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,0,0,0,0,15,0,2
583568133258678557,Rental unit in New York · ★4.64 · 3 bedrooms · 2 beds · 2 baths,448326434,40.70853,-74.00686,Entire rental unit,https://a0.muscache.com/pictures/a5622a29-f953-4404-a39a-f61777626ddc.jpg,Entire home/apt,5,3.0,2.0,260.0,11,4.64,t,f,99%,within an hour,New York,2.0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,1,1,1,20,21,39
640901,Bed and breakfast in Brooklyn · 1 bedroom · 1 bed · 3 baths,165045,40.68053,-73.9479,Private room in bed and breakfast,https://a0.muscache.com/pictures/8255795/7db4c0c6_original.jpg,Private room,2,1.0,1.0,150.0,0,0,f,f,0%,never,New York,3.0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,5,4,0
19974905,Rental unit in Bronx · ★4.73 · 1 bedroom · 1 bed · 1 shared bath,141615596,40.83815,-73.85849,Shared room in rental unit,https://a0.muscache.com/pictures/71bc085f-b869-4cda-8b4f-dca694ebbd26.jpg,Shared room,1,1.0,1.0,45.0,52,4.73,t,f,100%,within an hour,New York,1.0,1,1,1,1,1,0,1,1,1,1,1,1,0,1,0,1,0,1,1,1,0,0,0,16,3,0
704225991532854814,Rental unit in Brooklyn · ★4.45 · 1 bedroom · 3 beds · 1 bath,10263251,40.66948,-73.9436,Entire rental unit,https://a0.muscache.com/pictures/miso/Hosting-704225991532854814/original/981ec313-46e5-477c-8976-def13e2ae8f2.jpeg,Entire home/apt,6,1.0,3.0,136.0,33,4.45,t,f,90%,within a few hours,New York,1.0,1,1,1,1,1,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,10,5,1
47900402,Rental unit in The Bronx · 2 bedrooms · 2 beds · 1 bath,366546827,40.89343,-73.85852,Entire rental unit,https://a0.muscache.com/pictures/8aa1edef-4201-4a4f-b4c6-7d8de595425a.jpg,Entire home/apt,4,2.0,2.0,75.0,2,4.5,f,f,0%,a few days or more,New York,1.0,1,1,1,1,1,0,1,1,1,0,1,0,1,1,1,0,1,1,1,1,0,0,0,16,3,0
2314392,Rental unit in New York · ★4.76 · Studio · 1 bed · 1 bath,11774035,40.77975,-73.9827,Entire rental unit,https://a0.muscache.com/pictures/41231466/a5de06b5_original.jpg,Entire home/apt,1,1.0,1.0,200.0,50,4.76,f,f,0%,never,New York,1.0,1,1,1,1,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,9,5,19
18894145,Rental unit in Brooklyn · ★5.0 · 1 bedroom · 1 bed · 1 shared bath,24589216,40.70808,-73.96107,Private room in rental unit,https://a0.muscache.com/pictures/2fcbca4f-7fde-43c1-8634-0b5fd06cabab.jpg,Private room,2,1.0,1.0,60.0,19,5.0,t,f,0%,never,New York,1.0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,12,4,1
597970057292470584,Rental unit in New York · ★4.86 · 1 bedroom · 1 bed · 1 shared bath,295247374,40.76258,-73.8685,Private room in rental unit,https://a0.muscache.com/pictures/2db7f08a-f0a0-413d-a525-7a50019734a2.jpg,Private room,1,1.0,1.0,39.0,43,4.86,t,f,97%,within an hour,New York,1.0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,0,0,0,0,17,0,0
3738529,Loft in Brooklyn · ★4.71 · 2 bedrooms · 3 beds · 1 bath,19111611,40.69613,-73.96585,Entire loft,https://a0.muscache.com/pictures/47494752/2d70f5ac_original.jpg,Entire home/apt,5,2.0,3.0,87.0,7,4.71,t,f,0%,never,New York,1.0,1,1,1,1,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,9,2,2
48130923,Guest suite in Brooklyn · ★4.85 · 1 bedroom · 1 bed · 1 bath,947248,40.64502,-73.94295,Entire guest suite,https://a0.muscache.com/pictures/miso/Hosting-48130923/original/e13f7b09-c82b-4a15-bf0a-5ffe873ea707.jpeg,Entire home/apt,2,1.0,1.0,100.0,41,4.85,t,t,100%,within a few hours,New York,1.0,1,1,1,1,1,0,0,1,1,1,1,1,0,1,1,1,0,1,1,0,0,0,0,15,3,1
7603075,Rental unit in Brooklyn · 1 bedroom · 1 bed · 1 bath,17163531,40.65353,-73.95611,Private room in rental unit,https://a0.muscache.com/pictures/96491312/87e2ef7b_original.jpg,Private room,2,1.0,1.0,65.0,0,0,t,f,0%,never,New York,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,4,1
27061752,Rental unit in Brooklyn · ★5.0 · 1 bedroom · 1 bed · 1 shared bath,7498832,40.70727,-73.95337,Private room in rental unit,https://a0.muscache.com/pictures/1b5323f1-f06c-4ac2-af05-861604be70e0.jpg,Private room,1,1.0,1.0,60.0,3,5.0,t,f,0%,never,New York,1.0,1,1,1,1,0,1,1,1,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,11,7,1
20714517,Home in New York · ★4.96 · 1 bedroom · 1 bed · 1 shared bath,139623237,40.6162,-73.92871,Private room in home,https://a0.muscache.com/pictures/466a2554-bbc4-4e2f-891d-6d4196930dd8.jpg,Private room,1,1.0,1.0,50.0,24,4.96,t,f,0%,never,New York,1.0,1,1,1,1,0,1,1,1,1,1,0,0,0,0,1,0,0,1,1,0,0,0,0,12,0,0
730629750756669896,Rental unit in Brooklyn · ★4.14 · 1 bedroom · 2 beds · 1 bath,83143535,40.69065,-73.97911,Entire rental unit,https://a0.muscache.com/pictures/b35ddb10-c957-4894-b6d0-a1c0f0524aca.jpg,Entire home/apt,4,1.0,2.0,222.0,14,4.14,t,t,100%,within an hour,New York,1.0,1,1,1,1,1,0,0,1,0,1,1,1,0,1,1,1,1,1,1,1,1,0,0,17,13,0
11903201,Rental unit in Brooklyn · ★4.83 · 1 bedroom · 1 bed · 1 shared bath,63158102,40.71212,-73.96641,Private room in rental unit,https://a0.muscache.com/pictures/11d434ba-14a3-4b8f-8687-907bfad44f24.jpg,Private room,1,1.0,1.0,110.0,18,4.83,t,t,100%,within an hour,New York,1.0,1,1,1,1,0,1,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,9,2,1
828270702092441765,Rental unit in Brooklyn · 1 bedroom · 1 bed · 1 shared bath,501232239,40.68781203544425,-73.94992064324364,Private room in rental unit,https://a0.muscache.com/pictures/miso/Hosting-828266591205291915/original/a77b60a4-81d6-41b6-bcf9-246d01911dc5.png,Private room,2,1.0,1.0,47.0,0,0,t,t,98%,within an hour,New York,1.0,1,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,9,6,2
53569871,Rental unit in Queens · ★4.78 · 1 bedroom · 1 bed · 1 shared bath,433203831,40.76613,-73.92422,Private room in rental unit,https://a0.muscache.com/pictures/6d7ab8cd-bab8-43e9-b9f9-cc98987b23da.jpg,Private room,2,1.0,1.0,82.0,100,4.78,t,f,100%,within an hour,New York,1.0,1,1,1,1,0,1,1,1,1,1,1,0,0,1,1,1,1,0,0,0,0,0,0,14,3,1
19563669,Rental unit in New York · ★4.80 · 1 bedroom · 1 bed · 1 private bath,41680155,40.7478,-73.98942,Private room in rental unit,https://a0.muscache.com/pictures/56ea3e05-56fa-4b09-b059-0000604fa6b6.jpg,Private room,2,1.0,1.0,160.0,5,4.8,t,f,0%,never,New York,1.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,0,0,1,18,19,13
10553095,Home in Brooklyn · ★4.47 · 1 bedroom · 1 bed · 1.5 shared baths,44547688,40.67117,-73.87937,Private room in home,https://a0.muscache.com/pictures/d0ce8eb4-443b-4ad0-891c-07a9d557a9d7.jpg,Private room,1,1.0,1.0,50.0,45,4.47,t,f,60%,within a day,New York,1.5,1,1,1,1,1,0,1,0,1,1,1,1,0,0,0,0,0,1,1,0,0,0,0,12,4,0
328040,Rental unit in New York · ★4.76 · 2 bedrooms · 2 beds · 2 baths,1676487,40.74838,-73.98214,Entire rental unit,https://a0.muscache.com/pictures/31440034/5f94492d_original.jpg,Entire home/apt,4,2.0,2.0,341.0,41,4.76,t,f,89%,within a few hours,New York,2.0,1,1,1,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,7,17,8
2194382,Rental unit in New York · 2 bedrooms · 3 beds · 1.5 baths,11192207,40.78763,-73.97837,Entire rental unit,https://a0.muscache.com/pictures/131e3136-9fc3-4aa7-894a-25c310cc13eb.jpg,Entire home/apt,4,2.0,3.0,300.0,2,5.0,t,f,0%,never,New York,1.5,1,1,1,1,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,10,5,8
844958877779978402,Rental unit in New York · ★4.05 · 1 bedroom · 1 bed · 2.5 baths,395965505,40.78582,-73.94247,Private room in rental unit,https://a0.muscache.com/pictures/94cdfcfd-3de1-4282-8a9c-ae1c1492cf7f.jpg,Private room,2,1.0,1.0,65.0,20,4.05,t,f,88%,within an hour,New York,2.5,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,6,3,6
19275018,Rental unit in New York · ★4.70 · 1 bedroom · 1 bed · 1 shared bath,24771293,40.80436,-73.96673,Private room in rental unit,https://a0.muscache.com/pictures/8018f342-15e8-4e4d-924d-ce3c5331780a.jpg,Private room,2,1.0,1.0,75.0,11,4.7,t,f,0%,never,New York,1.0,1,1,1,1,0,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,10,4,3
8404181,Rental unit in Brooklyn · ★5.0 · 1 bedroom · 1 bed · 1 bath,44273727,40.67416,-73.93854,Private room in rental unit,https://a0.muscache.com/pictures/4c68b63b-00ba-4949-b801-99d7373c5ac4.jpg,Private room,2,1.0,1.0,70.0,3,5.0,t,f,0%,never,New York,1.0,1,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,8,4,1
5580648,Rental unit in Brooklyn · ★4.0 · 1 bedroom · 1 bed · 1.5 baths,21497854,40.70007,-73.92151,Private room in rental unit,https://a0.muscache.com/pictures/90235717/43732299_original.jpg,Private room,2,1.0,1.0,45.0,13,4.0,t,f,0%,never,New York,1.5,1,1,1,1,1,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,9,7,0
960611235277298800,Rental unit in New York · ★New · 3 bedrooms · 3 beds · 2 baths,107434423,40.7235638,-73.9807302,Entire rental unit,https://a0.muscache.com/pictures/prohost-api/Hosting-960611235277298800/original/5d0c4858-05cd-4ed5-af0f-012974e8f828.jpeg,Entire home/apt,6,3.0,3.0,371.0,0,0,t,f,100%,within an hour,New York,2.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,1,0,0,16,4,2
746925705111006704,Guest suite in Queens · ★4.94 · 1 bedroom · 1 bed · 1 bath,6391886,40.71381,-73.79127,Entire guest suite,https://a0.muscache.com/pictures/miso/Hosting-746925705111006704/original/69cb4e5c-8343-4283-896b-05c9f1485996.jpeg,Entire home/apt,2,1.0,1.0,175.0,18,4.94,t,t,100%,within a few hours,New York,1.0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,0,0,0,1,0,17,2,0
44477636,Home in Queens · 1 bedroom · 1 bed · 1 bath,220480440,40.70121,-73.88202,Private room in home,https://a0.muscache.com/pictures/0fdeb0f8-b77c-4587-9acb-0fa82daafeda.jpg,Private room,1,1.0,1.0,40.0,2,5.0,t,f,100%,within an hour,New York,1.0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,1,1,1,0,0,0,16,0,0
803590362118464501,Home in Brooklyn · 1 bedroom · 1 bed · 1.5 shared baths,212111101,40.61569946106008,-73.91937070215626,Private room in home,https://a0.muscache.com/pictures/miso/Hosting-803552386184741557/original/fa3ae360-fe51-4632-afa1-bae72d24e81c.jpeg,Private room,3,1.0,1.0,100.0,0,0,t,f,10%,a few days or more,New York,1.5,1,1,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,8,0,0
53879568,Rental unit in New York · ★5.0 · 1 bedroom · 1 bed · 1.5 shared baths,19312868,40.84895,-73.93411,Private room in rental unit,https://a0.muscache.com/pictures/miso/Hosting-53879568/original/650fde09-0183-4de4-9b78-1f7fb7c82295.jpeg,Private room,2,1.0,1.0,73.0,5,5.0,t,t,100%,within a few hours,New York,1.5,1,1,1,1,0,1,1,1,0,0,1,0,1,1,0,1,0,1,0,1,1,0,0,14,4,0
24369857,Townhouse in Brooklyn · ★4.79 · 1 bedroom · 1 bed · 1 bath,2790890,40.69369,-73.94971,Entire townhouse,https://a0.muscache.com/pictures/be1c1d8f-b9fb-41b7-a8a2-623f2f2e58ef.jpg,Entire home/apt,2,1.0,1.0,122.0,169,4.79,t,f,100%,within an hour,New York,1.0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,0,0,0,0,17,3,2
22050058,Home in Flushing  · 1 bedroom · 1 bed · 1 shared bath,135530716,40.7637,-73.79657,Private room in home,https://a0.muscache.com/pictures/945a4b55-ec92-4e2b-a3dd-46d967a83b30.jpg,Private room,2,1.0,1.0,80.0,0,0,t,f,0%,never,New York,1.0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,1,1,1,0,0,0,16,0,1
875944208628783437,Home in Brooklyn · ★5.0 · 3 bedrooms · 3 beds · 1 bath,499393784,40.672552246232335,-73.88620061433221,Entire home,https://a0.muscache.com/pictures/miso/Hosting-875944208628783437/original/6db208c5-bd15-4d1b-b4ed-f46783cb6803.jpeg,Entire home/apt,5,3.0,3.0,269.0,3,5.0,t,t,100%,within an hour,New York,1.0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,0,20,7,0
7483034,Rental unit in New York · 1 bedroom · 1 bed · 1 bath,7202390,40.74381,-73.99465,Private room in rental unit,https://a0.muscache.com/pictures/94862984/26adc1a1_original.jpg,Private room,2,1.0,1.0,195.0,0,0,t,f,0%,never,New York,1.0,1,1,1,1,1,1,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,10,19,2
7697256,Rental unit in New York · ★4.50 · 1 bedroom · 1 bed · 1 bath,17326743,40.78486,-73.97761,Private room in rental unit,https://a0.muscache.com/pictures/97805815/12a5e42d_original.jpg,Private room,2,1.0,1.0,130.0,9,4.5,t,f,0%,never,New York,1.0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6,5,19
38826956,Townhouse in Brooklyn · ★4.95 · 4 bedrooms · 1 bed · 2 shared baths,271561133,40.62338,-74.02525,Private room in townhouse,https://a0.muscache.com/pictures/f2a6d3d8-44bd-4f6f-898c-964c067c6373.jpg,Private room,1,1.0,1.0,53.0,140,4.95,t,f,100%,within an hour,New York,2.0,1,1,1,1,1,1,0,1,0,1,1,1,0,1,1,0,1,1,0,1,0,0,0,15,3,2
889657950369294673,Rental unit in New York · 2 bedrooms · 2 beds · 2 baths,216599003,40.80350044223921,-73.95764376264547,Entire rental unit,https://a0.muscache.com/pictures/miso/Hosting-889657950369294673/original/ea857c23-71d4-4d56-ae78-91f3868a9406.jpeg,Entire home/apt,4,2.0,2.0,153.0,2,5.0,t,f,100%,within an hour,New York,2.0,1,1,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,6,8,5
7023583,Rental unit in New York · ★5.0 · 1 bedroom · 1 bed · 1 bath,36816110,40.80462,-73.96185,Private room in rental unit,https://a0.muscache.com/pictures/89054836/37b9e7a1_original.jpg,Private room,2,1.0,1.0,45.0,4,5.0,t,f,0%,never,New York,1.0,1,1,1,1,1,1,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,11,6,5
9513278,Rental unit in New York · 1 bedroom · 1 bed · 1 bath,49293535,40.72646,-74.00365,Entire rental unit,https://a0.muscache.com/pictures/9ca1f75d-678c-4014-893d-847f7002426d.jpg,Entire home/apt,2,1.0,1.0,188.0,2,5.0,f,f,0%,never,New York,1.0,1,1,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7,16,5
781800348872823259,Rental unit in Brooklyn · ★5.0 · 1 bedroom · 1 bed · 1 bath,63281532,40.6788057,-73.9096503,Entire rental unit,https://a0.muscache.com/pictures/c7193854-ab65-42ae-8ee6-d588a068f3d6.jpg,Entire home/apt,4,1.0,1.0,480.0,4,5.0,t,f,100%,within a day,New York,1.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,21,9,0
54136634,Boutique hotel in New York · ★5.0 · Studio · 1 bed · 3 shared baths,395671107,40.79769,-73.97161,Room in boutique hotel,https://a0.muscache.com/pictures/miso/Hosting-54136634/original/d5bd30f3-8642-4a72-a68f-679896ec1464.jpeg,Private room,2,1.0,1.0,80.0,3,5.0,t,f,83%,within a few hours,New York,3.0,1,1,1,1,1,1,1,1,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,12,5,1
793077319627619018,Rental unit in Brooklyn · ★5.0 · 3 bedrooms · 3 beds · 1 bath,150141586,40.67247298074208,-73.92989245220726,Entire rental unit,https://a0.muscache.com/pictures/miso/Hosting-793077319627619018/original/92c80a88-380e-48bb-884f-6b2ffb9ca731.jpeg,Entire home/apt,7,3.0,3.0,200.0,9,5.0,t,t,100%,within an hour,New York,1.0,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,0,0,19,2,1
16166989,Loft in Brooklyn · ★4.81 · 1 bedroom · 1 bed · 1 shared bath,4936720,40.71637,-73.9548,Private room in loft,https://a0.muscache.com/pictures/e0122cd1-6384-4d23-b4d9-90da09ab9a1f.jpg,Private room,2,1.0,1.0,78.0,98,4.81,t,f,0%,never,New York,1.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,0,0,19,6,1
6006837,Rental unit in Brooklyn · 1 bedroom · 1 bed · 1 bath,6527023,40.6648,-73.99195,Private room in rental unit,https://a0.muscache.com/pictures/74803361/7c5012dc_original.jpg,Private room,1,1.0,1.0,70.0,1,5.0,t,f,0%,never,New York,1.0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0
30265098,Rental unit in Brooklyn · 1 bedroom · 1 bed · 1 shared bath,3445172,40.66393,-73.95038,Private room in rental unit,https://a0.muscache.com/pictures/b735059d-07d3-4754-8f05-6aa7ee75f073.jpg,Private room,2,1.0,1.0,50.0,2,5.0,t,f,0%,never,New York,1.0,1,1,1,1,0,1,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,11,5,5
1083888,Home in Brooklyn · ★5.0 · 2 bedrooms · 1 bed · 1 private bath,5959653,40.68645,-73.92339,Private room in home,https://a0.muscache.com/pictures/21802328/282d82f2_original.jpg,Private room,2,1.0,1.0,75.0,19,5.0,t,f,0%,never,New York,1.0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,1,1,0,0,0,15,4,0
